1.000E-03 2.323E+02 5.235E-06 
1.500E-03 2.667E+02 7.227E-06 
2.000E-03 2.975E+02 9.000E-06 
2.500E-03 3.256E+02 1.061E-05 
3.000E-03 3.516E+02 1.208E-05 
4.000E-03 3.927E+02 1.477E-05 
5.000E-03 4.303E+02 1.720E-05 
6.000E-03 4.648E+02 1.943E-05 
7.000E-03 4.965E+02 2.151E-05 
8.000E-03 5.250E+02 2.347E-05 
9.000E-03 5.510E+02 2.533E-05 
1.000E-02 5.752E+02 2.710E-05 
1.250E-02 6.247E+02 3.127E-05 
1.500E-02 6.663E+02 3.514E-05 
1.750E-02 7.024E+02 3.879E-05 
2.000E-02 7.345E+02 4.227E-05 
2.250E-02 7.629E+02 4.561E-05 
2.500E-02 7.878E+02 4.883E-05 
2.750E-02 8.098E+02 5.196E-05 
3.000E-02 8.293E+02 5.501E-05 
3.500E-02 8.638E+02 6.091E-05 
4.000E-02 8.935E+02 6.660E-05 
4.500E-02 9.184E+02 7.212E-05 
5.000E-02 9.382E+02 7.750E-05 
5.500E-02 9.530E+02 8.279E-05 
6.000E-02 9.635E+02 8.800E-05 
6.500E-02 9.704E+02 9.317E-05 
7.000E-02 9.744E+02 9.831E-05 
7.500E-02 9.758E+02 1.034E-04 
8.000E-02 9.748E+02 1.086E-04 
8.500E-02 9.719E+02 1.137E-04 
9.000E-02 9.674E+02 1.189E-04 
9.500E-02 9.615E+02 1.240E-04 
1.000E-01 9.544E+02 1.293E-04 
1.250E-01 9.073E+02 1.561E-04 
1.500E-01 8.517E+02 1.845E-04 
1.750E-01 7.961E+02 2.149E-04 
2.000E-01 7.441E+02 2.474E-04 
2.250E-01 6.972E+02 2.821E-04 
2.500E-01 6.554E+02 3.191E-04 
2.750E-01 6.185E+02 3.584E-04 
3.000E-01 5.859E+02 3.999E-04 
3.500E-01 5.313E+02 4.897E-04 
4.000E-01 4.876E+02 5.880E-04 
4.500E-01 4.517E+02 6.947E-04 
5.000E-01 4.218E+02 8.093E-04 
5.500E-01 3.963E+02 9.317E-04 
6.000E-01 3.740E+02 1.062E-03 
6.500E-01 3.547E+02 1.199E-03 
7.000E-01 3.375E+02 1.344E-03 
7.500E-01 3.222E+02 1.495E-03 
8.000E-01 3.084E+02 1.654E-03 
8.500E-01 2.959E+02 1.819E-03 
9.000E-01 2.845E+02 1.992E-03 
9.500E-01 2.740E+02 2.171E-03 
1.000E+00 2.643E+02 2.357E-03 
1.250E+00 2.259E+02 3.384E-03 
1.500E+00 1.983E+02 4.568E-03 
1.750E+00 1.772E+02 5.904E-03 
2.000E+00 1.606E+02 7.388E-03 
2.250E+00 1.472E+02 9.015E-03 
2.500E+00 1.360E+02 1.078E-02 
2.750E+00 1.266E+02 1.269E-02 
3.000E+00 1.185E+02 1.473E-02 
3.500E+00 1.053E+02 1.922E-02 
4.000E+00 9.490E+01 2.423E-02 
4.500E+00 8.657E+01 2.975E-02 
5.000E+00 7.969E+01 3.578E-02 
5.500E+00 7.392E+01 4.230E-02 
6.000E+00 6.899E+01 4.931E-02 
6.500E+00 6.473E+01 5.679E-02 
7.000E+00 6.101E+01 6.475E-02 
7.500E+00 5.773E+01 7.318E-02 
8.000E+00 5.482E+01 8.207E-02 
8.500E+00 5.221E+01 9.142E-02 
9.000E+00 4.986E+01 1.012E-01 
9.500E+00 4.773E+01 1.115E-01 
1.000E+01 4.579E+01 1.222E-01 
1.250E+01 3.821E+01 1.822E-01 
1.500E+01 3.294E+01 2.529E-01 
1.750E+01 2.904E+01 3.339E-01 
2.000E+01 2.604E+01 4.250E-01 
2.500E+01 2.171E+01 6.363E-01 
2.750E+01 2.008E+01 7.562E-01 
3.000E+01 1.871E+01 8.852E-01 
3.500E+01 1.651E+01 1.170E+00 
4.000E+01 1.482E+01 1.491E+00 
4.500E+01 1.348E+01 1.845E+00 
5.000E+01 1.239E+01 2.232E+00 
5.500E+01 1.149E+01 2.651E+00 
6.000E+01 1.073E+01 3.102E+00 
6.500E+01 1.007E+01 3.583E+00 
7.000E+01 9.509E+00 4.094E+00 
7.500E+01 9.014E+00 4.635E+00 
8.000E+01 8.577E+00 5.203E+00 
8.500E+01 8.189E+00 5.800E+00 
9.000E+01 7.841E+00 6.424E+00 
9.500E+01 7.528E+00 7.075E+00 
1.000E+02 7.245E+00 7.753E+00 
1.250E+02 6.151E+00 1.152E+01 
1.500E+02 5.407E+00 1.586E+01 
1.750E+02 4.867E+00 2.075E+01 
2.000E+02 4.458E+00 2.612E+01 
2.250E+02 4.138E+00 3.195E+01 
2.500E+02 3.880E+00 3.819E+01 
2.750E+02 3.668E+00 4.483E+01 
3.000E+02 3.491E+00 5.182E+01 
3.500E+02 3.214E+00 6.677E+01 
4.000E+02 3.006E+00 8.288E+01 
4.500E+02 2.846E+00 9.999E+01 
5.000E+02 2.719E+00 1.180E+02 
5.500E+02 2.616E+00 1.367E+02 
6.000E+02 2.532E+00 1.562E+02 
6.500E+02 2.462E+00 1.762E+02 
7.000E+02 2.402E+00 1.968E+02 
7.500E+02 2.350E+00 2.178E+02 
8.000E+02 2.306E+00 2.393E+02 
8.500E+02 2.267E+00 2.612E+02 
9.000E+02 2.234E+00 2.834E+02 
9.500E+02 2.204E+00 3.059E+02 
1.000E+03 2.178E+00 3.288E+02 
1.500E+03 2.033E+00 5.678E+02 
2.000E+03 1.981E+00 8.175E+02 
2.500E+03 1.962E+00 1.071E+03 
3.000E+03 1.959E+00 1.327E+03 
4.000E+03 1.970E+00 1.836E+03 
5.000E+03 1.989E+00 2.341E+03 
6.000E+03 2.010E+00 2.841E+03 
7.000E+03 2.030E+00 3.337E+03 
8.000E+03 2.049E+00 3.827E+03 
9.000E+03 2.067E+00 4.313E+03 
1.000E+04 2.084E+00 4.794E+03 
